País,Liga,Temporada,Data,Horário UK,Horário BR,Casa,Visitante,Gol Casa,Gol Fora,Árbitro,Falta Casa,Falta Fora,Cartão Amarelo Casa,Cartão Amarelo Fora,Cartão Vermelho Casa,Cartão Vermelho Fora,Min Vermelho Casa,Min Vermelho Fora,Teve Vermelho,Placar Pré 1º Vermelho,Placar Pós Ultimo Vermelho,Média odd Casa,Média odd Empate,Média odd Fora
Brazil,Serie A,2025,23/08/2025,20:00,16:00,Bragantino,Fluminense,4,2,Lucas Paulo Torezin,18,9,3,4,0,0,-,-,Não,-,-,2.48,03.03,2.95
Brazil,Serie A,2025,23/08/2025,22:30,18:30,Cruzeiro,Internacional,2,1,Matheus Delgado Candançan,10,18,1,5,0,1,-,90'+1,Sim,2x1,2x1,1.78,3.37,4.75
Brazil,Serie A,2025,24/08/2025,01:00,21:00,Gremio,Ceara,0,0,Davi de Oliveira Lacerda,14,12,2,2,0,0,-,-,Não,-,-,02.03,03.06,3.97
Brazil,Serie A,2025,24/08/2025,20:00,16:00,Bahia,Santos,2,0,Rafael Rodrigo Klein,12,17,2,1,0,0,-,-,Não,-,-,1.62,3.83,5.21
Brazil,Serie A,2025,24/08/2025,20:00,16:00,Vasco,Corinthians,2,3,Rodrigo Jose Pereira de Lima,16,20,3,2,0,0,-,-,Não,-,-,02.04,3.15,3.82
Brazil,Serie A,2025,24/08/2025,22:30,18:30,Fortaleza,Mirassol,0,1,Bruno Pereira Vasconcelos,15,13,4,2,0,0,-,-,Não,-,-,2.49,3.14,2.85
Brazil,Serie A,2025,24/08/2025,22:30,18:30,Juventude,Botafogo RJ,1,3,Flavio Rodrigues De Souza,10,17,0,2,0,0,-,-,Não,-,-,3.74,3.27,02.02
Brazil,Serie A,2025,25/08/2025,00:30,20:30,Sao Paulo,Atletico-MG,2,0,Lucas Casagrande,20,17,1,2,0,0,-,-,Não,-,-,1.74,3.31,5.15
Brazil,Serie A,2025,25/08/2025,23:00,19:00,Palmeiras,Sport Recife,3,0,Paulo Cesar Zanovelli da Silva,14,12,0,2,0,0,-,-,Não,-,-,1.29,5.19,9.98
Brazil,Serie A,2025,26/08/2025,01:00,21:00,Flamengo RJ,Vitoria,8,0,Felipe Fernandes de Lima,17,6,0,0,0,0,-,-,Não,-,-,1.18,6.47,15.25
Brazil,Serie A,2025,30/08/2025,20:00,16:00,Ceara,Juventude,0,1,Afro Rocha De Carvalho Filho,17,26,0,6,0,0,-,-,Não,-,-,1.72,3.51,5
Brazil,Serie A,2025,30/08/2025,22:30,18:30,Botafogo RJ,Bragantino,4,1,Lucas Casagrande,10,15,0,2,0,0,-,-,Não,-,-,1.67,3.78,4.93
Brazil,Serie A,2025,31/08/2025,01:00,21:00,Cruzeiro,Sao Paulo,1,0,Anderson Daronco,11,9,2,4,0,0,-,-,Não,-,-,1.91,3.19,4.37
Brazil,Serie A,2025,31/08/2025,20:00,16:00,Flamengo RJ,Gremio,1,1,Paulo Cesar Zanovelli da Silva,18,11,1,2,0,0,-,-,Não,-,-,1.22,5.81,13.13
Brazil,Serie A,2025,31/08/2025,20:00,16:00,Santos,Fluminense,0,0,Wilton Pereira Sampaio,13,19,3,4,0,0,-,-,Não,-,-,2.39,3.13,03.04
Brazil,Serie A,2025,31/08/2025,22:30,18:30,Corinthians,Palmeiras,1,1,Ramon Abatti Abel,18,16,2,3,0,0,-,-,Não,-,-,3.62,03.04,2.16
Brazil,Serie A,2025,31/08/2025,22:30,18:30,Mirassol,Bahia,5,1,Marcelo de Lima Henrique,13,7,0,0,0,0,-,-,Não,-,-,2.26,3.22,3.16
Brazil,Serie A,2025,31/08/2025,22:30,18:30,Vitoria,Atletico-MG,1,0,Alex Gomes Stefano,20,13,2,3,0,0,-,-,Não,-,-,3.25,03.01,2.34
Brazil,Serie A,2025,01/09/2025,00:30,20:30,Internacional,Fortaleza,2,1,Joao Vitor Gobi,16,14,1,2,0,0,-,-,Não,-,-,1.62,3.81,5.36
Brazil,Serie A,2025,01/09/2025,00:30,20:30,Sport Recife,Vasco,2,3,Raphael Claus,9,10,2,1,0,0,-,-,Não,-,-,2.41,3.22,2.92
Brazil,Serie A,2025,13/09/2025,20:00,16:00,Fortaleza,Vitoria,2,0,Edina Alves Batista,14,15,3,6,0,0,-,-,Não,-,-,1.83,3.42,4.39
Brazil,Serie A,2025,13/09/2025,20:00,16:00,Gremio,Mirassol,0,1,Lucas Casagrande,13,15,2,2,0,0,-,-,Não,-,-,2.28,3.1,3.25
Brazil,Serie A,2025,13/09/2025,22:30,18:30,Palmeiras,Internacional,4,1,Lucas Paulo Torezin,10,16,1,2,0,0,-,-,Não,-,-,1.44,4.14,7.46
Brazil,Serie A,2025,14/09/2025,01:00,21:00,Fluminense,Corinthians,0,1,Felipe Fernandes de Lima,16,19,1,5,0,0,-,-,Não,-,-,2.34,2.87,3.41
Brazil,Serie A,2025,14/09/2025,15:00,11:00,Bragantino,Sport Recife,1,1,Anderson Daronco,11,11,2,3,0,0,-,-,Não,-,-,1.7,3.63,4.96
Brazil,Serie A,2025,14/09/2025,20:00,16:00,Atletico-MG,Santos,1,1,Bruno Arleu de Araujo,12,15,2,4,0,1,-,55',Sim,0x0,1x1,1.9,3.38,04.07
Brazil,Serie A,2025,14/09/2025,20:00,16:00,Juventude,Flamengo RJ,0,2,Raphael Claus,16,12,2,2,0,0,-,-,Não,-,-,8.67,4.63,1.34
Brazil,Serie A,2025,14/09/2025,21:30,17:30,Sao Paulo,Botafogo RJ,1,0,Wilton Pereira Sampaio,11,14,3,1,0,0,-,-,Não,-,-,2.17,2.95,3.71
Brazil,Serie A,2025,15/09/2025,00:30,20:30,Vasco,Ceara,2,2,Matheus Delgado Candançan,19,10,3,2,0,1,-,72',Sim,1x1,2x2,1.94,3.23,04.08
Brazil,Serie A,2025,16/09/2025,00:00,20:00,Bahia,Cruzeiro,1,2,Flavio Rodrigues De Souza,11,12,1,3,0,0,-,-,Não,-,-,2.89,03.07,2.52
Brazil,Serie A,2025,17/09/2025,23:30,19:30,Botafogo RJ,Mirassol,3,3,Bruno Pereira Vasconcelos,18,11,4,1,0,0,-,-,Não,-,-,1.71,3.57,4.89
Brazil,Serie A,2025,20/09/2025,20:00,16:00,Vitoria,Fluminense,0,1,Matheus Delgado Candançan,17,14,3,3,1,1,25',45'+3,Sim,0x0,0x1,2.6,2.99,2.86
Brazil,Serie A,2025,20/09/2025,22:30,18:30,Botafogo RJ,Atletico-MG,1,0,Flavio Rodrigues De Souza,14,9,5,2,1,0,45'+1,-,Sim,0x0,1x0,1.73,3.38,05.09
Brazil,Serie A,2025,20/09/2025,22:30,18:30,Ceara,Bahia,1,1,Lucas Casagrande,13,10,3,1,0,0,-,-,Não,-,-,2.71,2.93,2.77
Brazil,Serie A,2025,21/09/2025,01:00,21:00,Palmeiras,Fortaleza,4,1,Alex Gomes Stefano,11,15,1,1,0,0,-,-,Não,-,-,1.4,4.44,7.9
Brazil,Serie A,2025,21/09/2025,20:00,16:00,Mirassol,Juventude,2,0,Davi de Oliveira Lacerda,10,10,1,2,0,0,-,-,Não,-,-,1.52,4,6.14
Brazil,Serie A,2025,21/09/2025,21:30,17:30,Flamengo RJ,Vasco,1,1,Rafael Rodrigo Klein,15,12,2,3,0,0,-,-,Não,-,-,1.32,4.88,9.29
Brazil,Serie A,2025,21/09/2025,21:30,17:30,Internacional,Gremio,2,3,Marcelo de Lima Henrique,18,15,5,2,1,1,90',73',Sim,3x2,3x2,1.84,3.43,4.29
Brazil,Serie A,2025,21/09/2025,21:30,17:30,Sport Recife,Corinthians,1,0,Savio Pereira Sampaio,17,9,6,1,0,0,-,-,Não,-,-,2.95,2.97,2.54
Brazil,Serie A,2025,22/09/2025,00:30,20:30,Cruzeiro,Bragantino,2,1,Lucas Paulo Torezin,11,18,6,7,0,0,-,-,Não,-,-,1.48,4.14,6.71
Brazil,Serie A,2025,22/09/2025,00:30,20:30,Santos,Sao Paulo,1,0,Rodrigo Jose Pereira de Lima,16,17,3,3,0,0,-,-,Não,-,-,2.22,03.04,3.43
Brazil,Serie A,2025,24/09/2025,23:30,19:30,Gremio,Botafogo RJ,1,1,Lucas Paulo Torezin,7,17,1,4,0,1,-,90'+9,Sim,1x1,1x1,2.61,3,2.84
Brazil,Serie A,2025,24/09/2025,23:30,19:30,Vasco,Bahia,3,1,Joao Vitor Gobi,20,13,1,2,0,1,-,36',Sim,0x1,3x1,2.27,3.24,3.15
Brazil,Serie A,2025,27/09/2025,20:00,16:00,Fortaleza,Sport Recife,1,0,Davi de Oliveira Lacerda,17,16,2,3,0,0,-,-,Não,-,-,1.79,3.5,4.4
Brazil,Serie A,2025,27/09/2025,22:30,18:30,Juventude,Internacional,1,1,Matheus Delgado Candançan,20,18,2,2,0,0,-,-,Não,-,-,3.27,3.15,2.24
Brazil,Serie A,2025,27/09/2025,22:30,18:30,Vasco,Cruzeiro,2,0,Rodrigo Jose Pereira de Lima,13,13,2,1,0,0,-,-,Não,-,-,2.84,03.07,2.55
Brazil,Serie A,2025,28/09/2025,01:00,21:00,Atletico-MG,Mirassol,1,0,Rafael Rodrigo Klein,11,8,4,3,1,0,44',-,Sim,1x0,1x0,2.15,3.11,3.54
Brazil,Serie A,2025,28/09/2025,15:00,11:00,Gremio,Vitoria,3,1,Raphael Claus,8,13,1,4,0,0,-,-,Não,-,-,1.85,3.38,4.26
Brazil,Serie A,2025,28/09/2025,20:00,16:00,Bahia,Palmeiras,1,0,Anderson Daronco,13,18,5,2,0,0,-,-,Não,-,-,04.03,3.35,1.92
Brazil,Serie A,2025,28/09/2025,20:00,16:00,Fluminense,Botafogo RJ,2,0,Ramon Abatti Abel,10,13,2,2,0,0,-,-,Não,-,-,02.09,03.09,3.8
Brazil,Serie A,2025,28/09/2025,22:30,18:30,Bragantino,Santos,2,2,Flavio Rodrigues De Souza,10,11,3,2,0,0,-,-,Não,-,-,2.22,3.15,3.31
Brazil,Serie A,2025,29/09/2025,00:30,20:30,Corinthians,Flamengo RJ,1,2,Wilton Pereira Sampaio,16,21,3,5,0,0,-,-,Não,-,-,4.63,3.12,1.87
Brazil,Serie A,2025,30/09/2025,00:00,20:00,Sao Paulo,Ceara,0,1,Bruno Arleu de Araujo,14,18,2,3,0,0,-,-,Não,-,-,1.66,3.39,5.88
Brazil,Serie A,2025,01/10/2025,01:30,21:30,Atletico-MG,Juventude,0,0,Lucas Casagrande,12,16,3,4,0,0,-,-,Não,-,-,1.6,3.59,5.99
Brazil,Serie A,2025,01/10/2025,23:00,19:00,Mirassol,Bragantino,1,1,Wilton Pereira Sampaio,13,18,2,3,0,0,-,-,Não,-,-,1.75,3.56,4.62
Brazil,Serie A,2025,01/10/2025,23:00,19:00,Palmeiras,Vasco,3,0,Murilo Ugolini Klein,7,15,1,1,0,0,-,-,Não,-,-,1.32,4.99,8.84
Brazil,Serie A,2025,01/10/2025,23:00,19:00,Sport Recife,Fluminense,2,2,Raphael Claus,15,13,3,1,0,0,-,-,Não,-,-,3.46,3.1,2.19
Brazil,Serie A,2025,01/10/2025,23:30,19:30,Internacional,Corinthians,1,1,Rodrigo Jose Pereira de Lima,21,16,4,5,0,0,-,-,Não,-,-,02.01,2.95,4.27
Brazil,Serie A,2025,02/10/2025,01:30,21:30,Botafogo RJ,Bahia,2,1,Felipe Fernandes de Lima,19,10,4,6,0,1,-,59',Sim,2x1,2x1,1.86,3.49,4.14
Brazil,Serie A,2025,02/10/2025,01:30,21:30,Santos,Gremio,1,1,Paulo Cesar Zanovelli da Silva,20,18,3,3,0,0,-,-,Não,-,-,1.72,3.51,4.88
Brazil,Serie A,2025,02/10/2025,23:00,19:00,Vitoria,Ceara,1,0,Matheus Delgado Candançan,14,15,4,1,0,0,-,-,Não,-,-,2.32,2.98,3.29
Brazil,Serie A,2025,02/10/2025,23:30,19:30,Fortaleza,Sao Paulo,0,2,Anderson Daronco,12,9,3,0,0,1,-,22',Sim,0x1,0x2,2.65,2.94,2.84
Brazil,Serie A,2025,03/10/2025,00:30,20:30,Flamengo RJ,Cruzeiro,0,0,Ramon Abatti Abel,16,19,3,7,0,1,-,83',Sim,0x0,0x0,1.53,3.91,6.11
Brazil,Serie A,2025,04/10/2025,22:30,18:30,Bragantino,Gremio,1,0,Lucas Casagrande,18,7,3,4,0,1,-,43',Sim,0x0,1x0,1.9,3.4,04.03
Brazil,Serie A,2025,04/10/2025,22:30,18:30,Fluminense,Atletico-MG,3,0,Davi de Oliveira Lacerda,12,14,2,4,0,0,-,-,Não,-,-,1.92,3.11,4.4
Brazil,Serie A,2025,04/10/2025,22:30,18:30,Internacional,Botafogo RJ,2,0,Flavio Rodrigues De Souza,15,11,2,2,0,0,-,-,Não,-,-,2.29,3.18,3.15
Brazil,Serie A,2025,05/10/2025,01:00,21:00,Corinthians,Mirassol,3,0,Felipe Fernandes de Lima,19,14,3,3,0,0,-,-,Não,-,-,02.01,3.21,3.86
Brazil,Serie A,2025,05/10/2025,20:00,16:00,Sao Paulo,Palmeiras,2,3,Ramon Abatti Abel,12,12,3,6,0,0,-,-,Não,-,-,3.42,2.89,2.32
Brazil,Serie A,2025,05/10/2025,20:00,16:00,Vasco,Vitoria,4,3,Fernando Antonio Mendes de Salles Nascimento Filho,11,14,1,3,0,1,-,70',Sim,3x2,4x3,1.65,3.73,5.19
Brazil,Serie A,2025,05/10/2025,22:30,18:30,Bahia,Flamengo RJ,1,0,Rodrigo Jose Pereira de Lima,22,14,3,4,0,2,-,13' e 78',Sim,0x0,1x0,5.37,3.63,1.65
Brazil,Serie A,2025,05/10/2025,22:30,18:30,Juventude,Fortaleza,1,2,Lucas Paulo Torezin,14,15,2,3,1,0,90'+7,-,Sim,1x2,1x2,2.67,3.1,2.7
Brazil,Serie A,2025,06/10/2025,00:30,20:30,Ceara,Santos,3,0,Anderson Daronco,16,16,1,3,0,0,-,-,Não,-,-,2.43,2.93,3.16
Brazil,Serie A,2025,06/10/2025,00:30,20:30,Cruzeiro,Sport Recife,1,1,Jefferson Ferreira de Moraes,11,15,1,2,0,0,-,-,Não,-,-,1.52,4,6.23
Brazil,Serie A,2025,08/10/2025,23:00,19:00,Atletico-MG,Sport Recife,3,1,Alex Gomes Stefano,13,8,4,2,0,0,-,-,Não,-,-,1.72,3.5,4.9
Brazil,Serie A,2025,09/10/2025,01:00,21:00,Mirassol,Fluminense,2,1,Rodrigo Jose Pereira de Lima,13,13,3,4,0,0,-,-,Não,-,-,2.76,2.99,2.67
Brazil,Serie A,2025,11/10/2025,23:00,19:00,Palmeiras,Juventude,4,1,Davi de Oliveira Lacerda,9,15,1,2,0,0,-,-,Não,-,-,1.21,5.86,13.47
Brazil,Serie A,2025,15/10/2025,23:00,19:00,Palmeiras,Bragantino,5,1,Raphael Claus,8,14,2,4,0,0,-,-,Não,-,-,4.81,3.78,1.63
Brazil,Serie A,2025,15/10/2025,23:30,19:30,Botafogo RJ,Flamengo RJ,0,3,Alex Gomes Stefano,21,17,5,5,0,0,-,-,Não,-,-,2.12,3.73,2.84
Brazil,Serie A,2025,16/10/2025,00:00,20:00,Mirassol,Internacional,3,1,Bruno Arleu de Araujo,12,18,3,2,0,0,-,-,Não,-,-,3.25,03.03,2.32
Brazil,Serie A,2025,16/10/2025,00:00,20:00,Sport Recife,Ceara,1,1,Savio Pereira Sampaio,13,17,4,2,0,0,-,-,Não,-,-,2.35,3.29,2.95
Brazil,Serie A,2025,16/10/2025,01:30,21:30,Atletico-MG,Cruzeiro,1,1,Paulo Cesar Zanovelli da Silva,20,15,4,4,0,1,-,55',Sim,1x1,1x1,02.06,3.1,3.8
Brazil,Serie A,2025,16/10/2025,01:30,21:30,Fortaleza,Vasco,0,2,Wilton Pereira Sampaio,16,9,5,1,2,1,90'+5 e 90'+6,40',Sim,0x0,0x2,2.21,3.17,3.32
Brazil,Serie A,2025,16/10/2025,01:30,21:30,Santos,Corinthians,3,1,Flavio Rodrigues De Souza,22,12,3,5,0,0,-,-,Não,-,-,2.36,3.1,3.12
Brazil,Serie A,2025,16/10/2025,23:00,19:00,Gremio,Sao Paulo,2,0,Davi de Oliveira Lacerda,11,16,1,3,0,0,-,-,Não,-,-,4.25,3.15,1.94
Brazil,Serie A,2025,17/10/2025,01:30,21:30,Fluminense,Juventude,1,0,Jefferson Ferreira de Moraes,12,18,2,6,0,1,-,90'+12,Sim,1x0,1x0,1.38,4.69,7.37
Brazil,Serie A,2025,17/10/2025,01:30,21:30,Vitoria,Bahia,2,1,Anderson Daronco,20,8,7,2,1,0,90'+7,-,Sim,2x1,2x1,1.32,4.79,9.58
Brazil,Serie A,2025,18/10/2025,22:30,18:30,Corinthians,Atletico-MG,1,0,Alex Gomes Stefano,15,20,3,3,0,0,-,-,Não,-,-,1.91,3.17,4.37
Brazil,Serie A,2025,19/10/2025,01:00,21:00,Cruzeiro,Fortaleza,1,0,Rodrigo Jose Pereira de Lima,13,17,1,5,0,0,-,-,Não,-,-,1.56,04.08,5.46
Brazil,Serie A,2025,19/10/2025,20:00,16:00,Flamengo RJ,Palmeiras,3,2,Wilton Pereira Sampaio,13,16,4,2,0,1,-,90'+6,Sim,3x2,3x2,1.86,3.33,4.31
Brazil,Serie A,2025,19/10/2025,22:30,18:30,Ceara,Botafogo RJ,0,2,Davi de Oliveira Lacerda,11,14,2,3,0,0,-,-,Não,-,-,2.42,2.97,3.14
Brazil,Serie A,2025,19/10/2025,22:30,18:30,Internacional,Sport Recife,2,0,Lucas Paulo Torezin,18,13,3,2,0,0,-,-,Não,-,-,1.61,3.84,5.33
Brazil,Serie A,2025,19/10/2025,22:30,18:30,Mirassol,Sao Paulo,3,0,Matheus Delgado Candançan,11,17,3,3,0,0,-,-,Não,-,-,2.53,03.04,2.92
Brazil,Serie A,2025,20/10/2025,00:30,20:30,Bahia,Gremio,4,0,Raphael Claus,9,12,2,1,0,0,-,-,Não,-,-,1.73,3.62,4.65
Brazil,Serie A,2025,20/10/2025,23:00,19:00,Juventude,Bragantino,1,0,Felipe Fernandes de Lima,24,22,3,1,0,0,-,-,Não,-,-,3.11,3.16,2.33
Brazil,Serie A,2025,20/10/2025,23:30,19:30,Vasco,Fluminense,2,0,Wagner do Nascimento Magalhaes,15,19,1,1,0,0,-,-,Não,-,-,3.26,3.1,2.26
Brazil,Serie A,2025,21/10/2025,01:30,21:30,Santos,Vitoria,0,1,Rafael Rodrigo Klein,13,18,2,4,0,0,-,-,Não,-,-,1.56,3.88,5.97
Brazil,Serie A,2025,22/10/2025,23:00,19:00,Bahia,Internacional,1,0,Flavio Rodrigues De Souza,9,13,1,2,0,1,-,72',Sim,1x0,1x0,1.75,3.52,4.68
Brazil,Serie A,2025,25/10/2025,20:00,16:00,Atletico-MG,Ceara,1,0,Bruno Arleu de Araujo,9,13,3,0,0,0,-,-,Não,-,-,1.85,3.31,4.45
Brazil,Serie A,2025,25/10/2025,20:00,16:00,Vitoria,Corinthians,0,1,Wilton Pereira Sampaio,23,13,6,5,0,1,-,79',Sim,0x0,0x1,2.67,03.02,2.76
Brazil,Serie A,2025,25/10/2025,21:30,17:30,Fluminense,Internacional,1,0,Raphael Claus,13,10,0,2,0,0,-,-,Não,-,-,1.68,3.53,5.32
Brazil,Serie A,2025,25/10/2025,22:30,18:30,Sport Recife,Mirassol,1,2,Jefferson Ferreira de Moraes,6,9,1,2,1,0,24',-,Sim,0x0,2x1,2.73,3.25,2.54
Brazil,Serie A,2025,25/10/2025,23:30,19:30,Fortaleza,Flamengo RJ,1,0,Davi de Oliveira Lacerda,10,13,1,1,0,0,-,-,Não,-,-,5.26,3.71,1.64
Brazil,Serie A,2025,26/10/2025,01:30,21:30,Sao Paulo,Bahia,2,0,Lucas Paulo Torezin,10,10,2,4,0,0,-,-,Não,-,-,1.77,3.6,04.06
Brazil,Serie A,2025,26/10/2025,19:00,15:00,Botafogo RJ,Santos,2,2,Rodrigo Jose Pereira de Lima,14,8,4,4,0,0,-,-,Não,-,-,1.65,3.71,5.23
Brazil,Serie A,2025,26/10/2025,19:00,15:00,Gremio,Juventude,3,1,Alex Gomes Stefano,11,32,3,8,0,1,70',-,Sim,3x0,3x1,1.75,3.54,4.61
Brazil,Serie A,2025,26/10/2025,21:30,17:30,Bragantino,Vasco,0,3,Savio Pereira Sampaio,11,7,1,1,0,0,-,-,Não,-,-,02.08,3.42,3.41
Brazil,Serie A,2025,26/10/2025,23:30,19:30,Palmeiras,Cruzeiro,0,0,Rafael Rodrigo Klein,24,16,2,6,0,1,-,71',Sim,0x0,0x0,1.65,3.72,5.18
Brazil,Serie A,2025,29/10/2025,22:00,18:00,Fluminense,Ceara,1,0,Flavio Rodrigues De Souza,17,10,5,3,0,0,-,-,Não,-,-,1.55,3.78,6.33
Brazil,Serie A,2025,01/11/2025,19:00,15:00,Cruzeiro,Vitoria,3,1,Jefferson Ferreira de Moraes,15,11,4,4,0,0,-,-,Não,-,-,1.4,4.41,7.94
Brazil,Serie A,2025,01/11/2025,19:00,15:00,Santos,Fortaleza,1,1,Anderson Daronco,15,22,4,2,0,0,-,-,Não,-,-,1.67,3.76,4.94
Brazil,Serie A,2025,01/11/2025,21:00,17:00,Mirassol,Botafogo RJ,0,0,Jonathan Benkenstein Pinheiro,11,22,1,4,0,0,-,-,Não,-,-,2.31,3.3,03.02
Brazil,Serie A,2025,02/11/2025,00:00,20:00,Flamengo RJ,Sport Recife,3,0,Fernando Antonio Mendes de Salles Nascimento Filho,16,15,3,2,1,0,86',-,Sim,3x0,3x0,1.21,6.23,12.84
Brazil,Serie A,2025,02/11/2025,19:00,15:00,Bahia,Bragantino,2,1,Marcelo de Lima Henrique,11,20,3,5,0,0,-,-,Não,-,-,1.64,3.73,5.3
Brazil,Serie A,2025,02/11/2025,19:00,15:00,Ceara,Fluminense,2,0,Lucas Paulo Torezin,14,15,3,0,0,1,-,59',Sim,1x0,2x0,3,2.9,2.56
Brazil,Serie A,2025,02/11/2025,19:00,15:00,Corinthians,Gremio,2,0,Davi de Oliveira Lacerda,14,8,3,3,0,0,-,-,Não,-,-,1.63,3.73,5.36
Brazil,Serie A,2025,02/11/2025,21:30,17:30,Internacional,Atletico-MG,0,0,Alex Gomes Stefano,18,10,7,4,0,1,-,16',Sim,0x0,0x0,02.01,3.15,3.93
Brazil,Serie A,2025,02/11/2025,21:30,17:30,Juventude,Palmeiras,0,2,Savio Pereira Sampaio,16,15,2,1,0,0,-,-,Não,-,-,06.03,3.67,1.59
Brazil,Serie A,2025,02/11/2025,23:30,19:30,Vasco,Sao Paulo,0,2,Wilton Pereira Sampaio,11,15,2,2,0,0,-,-,Não,-,-,2.23,03.04,3.44
Brazil,Serie A,2025,05/11/2025,22:00,18:00,Bragantino,Corinthians,2,1,Edina Alves Batista,20,15,7,5,0,2,-,60' e 90'+8,Sim,1x0,2x1,2.73,3.14,2.62
Brazil,Serie A,2025,05/11/2025,22:00,18:00,Sport Recife,Juventude,0,2,Andre Luiz Skettino Policarpo Bento,21,19,3,3,0,0,-,-,Não,-,-,1.89,3.48,3.98
Brazil,Serie A,2025,05/11/2025,22:00,18:00,Vitoria,Internacional,1,0,Felipe Fernandes de Lima,13,21,3,4,0,0,-,-,Não,-,-,2.46,3.1,2.94
Brazil,Serie A,2025,05/11/2025,22:30,18:30,Botafogo RJ,Vasco,3,0,Bruno Arleu de Araujo,10,11,3,2,0,0,-,-,Não,-,-,1.74,3.71,4.47
Brazil,Serie A,2025,05/11/2025,23:00,19:00,Atletico-MG,Bahia,3,0,Davi de Oliveira Lacerda,6,8,2,2,0,1,-,52',Sim,0x0,3x0,2.11,3.17,3.56
Brazil,Serie A,2025,05/11/2025,23:00,19:00,Gremio,Cruzeiro,0,1,Lucas Paulo Torezin,15,17,2,3,0,0,-,-,Não,-,-,3.27,3.24,2.19
Brazil,Serie A,2025,06/11/2025,00:30,20:30,Sao Paulo,Flamengo RJ,2,2,Rodrigo Jose Pereira de Lima,14,18,2,3,0,1,-,67',Sim,1x2,2x2,4.45,3.13,1.91
Brazil,Serie A,2025,06/11/2025,22:30,18:30,Fluminense,Mirassol,1,0,Anderson Daronco,24,10,4,2,0,0,-,-,Não,-,-,1.79,3.34,4.78
Brazil,Serie A,2025,06/11/2025,23:00,19:00,Ceara,Fortaleza,1,1,Wilton Pereira Sampaio,17,12,3,3,0,0,-,-,Não,-,-,2.28,03.06,3.3
Brazil,Serie A,2025,07/11/2025,00:30,20:30,Palmeiras,Santos,2,0,Raphael Claus,11,8,1,2,0,0,-,-,Não,-,-,1.33,4.94,8.98
Brazil,Serie A,2025,08/11/2025,19:00,15:00,Sport Recife,Atletico-MG,2,4,Matheus Delgado Candançan,12,6,1,0,0,0,-,-,Não,-,-,03.08,3.11,2.36
Brazil,Serie A,2025,08/11/2025,21:00,17:00,Vasco,Juventude,1,3,Fernando Antonio Mendes de Salles Nascimento Filho,18,15,4,4,1,0,88',-,Sim,1x2,1x3,1.5,4.13,6.34
Brazil,Serie A,2025,08/11/2025,21:30,17:30,Internacional,Bahia,2,2,Lucas Paulo Torezin,22,15,4,2,0,0,-,-,Não,-,-,2.26,3.14,3.24
Brazil,Serie A,2025,09/11/2025,00:00,20:00,Sao Paulo,Bragantino,0,1,Bruno Arleu de Araujo,9,20,1,2,0,0,-,-,Não,-,-,1.67,3.54,5.39
Brazil,Serie A,2025,09/11/2025,19:00,15:00,Corinthians,Ceara,0,1,Felipe Fernandes de Lima,7,20,1,7,0,0,-,-,Não,-,-,1.76,3.31,05.09
Brazil,Serie A,2025,09/11/2025,19:00,15:00,Cruzeiro,Fluminense,0,0,Rodrigo Jose Pereira de Lima,16,16,6,3,0,0,-,-,Não,-,-,1.93,3.21,4.19
Brazil,Serie A,2025,09/11/2025,19:00,15:00,Vitoria,Botafogo RJ,0,0,Anderson Daronco,16,21,1,1,0,0,-,-,Não,-,-,03.09,3.13,2.34
Brazil,Serie A,2025,09/11/2025,21:30,17:30,Flamengo RJ,Santos,3,2,Savio Pereira Sampaio,14,12,2,2,0,0,-,-,Não,-,-,1.34,4.78,09.03
Brazil,Serie A,2025,09/11/2025,23:30,19:30,Fortaleza,Gremio,2,2,Jefferson Ferreira de Moraes,15,18,4,4,1,0,90'+10,-,Sim,2x2,2x2,1.98,3.36,3.74
Brazil,Serie A,2025,09/11/2025,23:30,19:30,Mirassol,Palmeiras,2,1,Flavio Rodrigues De Souza,15,17,3,2,0,0,-,-,Não,-,-,3.77,3.28,2
Brazil,Serie A,2025,12/11/2025,23:30,19:30,Atletico-MG,Fortaleza,3,3,Savio Pereira Sampaio,15,10,2,1,0,0,-,-,Não,-,-,1.55,3.93,5.93
Brazil,Serie A,2025,15/11/2025,21:30,17:30,Sport Recife,Flamengo RJ,1,5,Rafael Rodrigo Klein,5,5,5,3,2,0,37' e 42',-,Sim,1x0,1x5,7.24,4.49,1.42
Brazil,Serie A,2025,16/11/2025,00:00,20:00,Santos,Palmeiras,1,0,Raphael Claus,11,15,1,1,0,0,-,-,Não,-,-,2.77,3.18,2.54
Brazil,Serie A,2025,16/11/2025,22:00,18:00,Bragantino,Atletico-MG,2,0,Marcelo de Lima Henrique,14,12,4,1,0,1,-,75',Sim,2x0,2x0,2.24,3.13,3.29
Brazil,Serie A,2025,18/11/2025,23:30,19:30,Botafogo RJ,Sport Recife,3,2,Bruno Pereira Vasconcelos,11,7,2,4,0,0,-,-,Não,-,-,1.18,6.8,13.34
Brazil,Serie A,2025,19/11/2025,22:30,18:30,Palmeiras,Vitoria,0,0,Lucas Paulo Torezin,16,14,2,4,1,0,90'+9,-,Sim,0x0,0x0,1.32,4.92,9.13
Brazil,Serie A,2025,20/11/2025,00:30,20:30,Fluminense,Flamengo RJ,2,1,Davi de Oliveira Lacerda,14,12,4,3,0,0,-,-,Não,-,-,3.68,2.97,2.17
